,vender,url,product,description,image,price,in_stock,kit,quantity
126,Dangkeebs,https://dangkeebs.com/collections/switches/products/tecsee-sapphire-v2,Tecsee Sapphire V2,"Tecsee Sapphire V2's feature the same one-of-a-kind sparkling housing, smooth travel, and long pole stem as the V1's, but with an updated UHMWPE stem. They offer the same snappy response as their ancestors but this time with a softened bottom, and top out sound. Switches are sold in packs of 10. Quantity 1 = 10 switche",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_9929_1200x1200.jpg?v=1629248540,$5.50,Sold out,Default Title  - Sold out," Tecsee Sapphire V2's feature the same one-of-a-kind sparkling housing, smooth travel, and long pole stem as the V1's, but with an updated UHMWPE stem. They offer the same snappy response as their ancestors but this time with a softened bottom, and top out sound. Switches are sold in packs of 10.  Quantity 1 = 10 switches.  Specifications:  Tactile
Top Housing: Polycarbonate mix 
Bottom Housing: Polycarbonate mix
Stem: UHMWPE
63.5g (Bottom out)
Gold plated progressive spring
5 pin (PCB Mount) 
Lightly pre-lubed   "
127,Dangkeebs,https://dangkeebs.com/collections/switches/products/zealpc-zealios-62g,ZealPC Zealios V2 - 62g,Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Tactile 62g bottom out Clear housing 5 pin  UNLUBED from factory,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_9148-2_1200x1200.jpg?v=1606785795,$11.00,Add to cart,Default Title," Switches are sold in packs of 10.  Quantity 1 = 10 switches.  Specifications:  Tactile
62g bottom out
Clear housing
5 pin 

UNLUBED from factory "
128,Dangkeebs,https://dangkeebs.com/collections/switches/products/gateron-milky-brown,Gateron Milky Brown,Gateron Milky Browns are low tactility tactile switches. The stem incorporates a small tactile bump which allows for feedback as you type. They also feature all of the community acclaimed properties of Gateron Milky Switches. Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Tactile Top Housi,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_8086_1200x1200.jpg?v=1602991551,$2.40,Add to cart,Default Title," Gateron Milky Browns are low tactility tactile switches. The stem incorporates a small tactile bump which allows for feedback as you type. They also feature all of the community acclaimed properties of Gateron Milky Switches.  Switches are sold in packs of 10.  Quantity 1 = 10 switches.  Specifications:  Tactile

Top Housing: Polycarbonate / Nylon Blend
Bottom Housing: Nylon Blend
Stem: POM
4.0mm travel
55g actuation
5 pin

UNLUBED from factory "
129,Dangkeebs,https://dangkeebs.com/collections/switches/products/gateron-slate,Gateron Slate,"Gateron Slates are a new addition to Gateron's premium selection of switches. They're smooth linears with a truncated travel distance similar to Gateron Yellow Inks. They feature a proprietary housing material, and stainless steel spring.  Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Lin",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_9685_1200x1200.jpg?v=1610592973,$8.00,Add to cart,Default Title," Gateron Slates are a new addition to Gateron's premium selection of switches. They're smooth linears with a truncated travel distance similar to Gateron Yellow Inks. They feature a proprietary housing material, and stainless steel spring.  Switches are sold in packs of 10.  Quantity 1 = 10 switches.  Specifications:  Linear
1.5mm actuation  / 3.5mm bottom out
40g actuation / 60g bottom out

Stainless steel spring
5 pin "
130,Dangkeebs,https://dangkeebs.com/collections/switches/products/zealpc-zealios-65g,ZealPC Zealios V2 - 65g,Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Tactile 65g bottom out Clear housing 5 pin  UNLUBED from factory,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_9184_1200x1200.jpg?v=1606787674,$11.00,Add to cart,Default Title," Switches are sold in packs of 10.  Quantity 1 = 10 switches.  Specifications:  Tactile
65g bottom out
Clear housing
5 pin 

UNLUBED from factory "
131,Dangkeebs,https://dangkeebs.com/collections/switches/products/ktt-kang-white,KTT Kang White V3,"KTT Kang White V3's are a new creation from KTT featuring updated molds to improve smoothness, wobble, and sound. Similar to their previous switches, these switches are sure to provide a buttery smooth typing experience at an affordable price.    Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specificatio",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0996-6_1200x1200.jpg?v=1622348470,$2.70,Add to cart,Default Title," KTT Kang White V3's are a new creation from KTT featuring updated molds to improve smoothness, wobble, and sound. Similar to their previous switches, these switches are sure to provide a buttery smooth typing experience at an affordable price.    Switches are sold in packs of 10.  Quantity 1 = 10 switches.  Specifications:  Linear

Top Housing: Polycarbonate
Bottom Housing: Nylon
Stem: POM
58g bottom-out
Progressive spring
4.0mm travel
Clear top, opaque bottom, white stem
3 Pin         "
132,Dangkeebs,https://dangkeebs.com/collections/switches/products/s2-snow,S2 V2 - Snow,"S2 - Snow marks Ktech's 1st pitch swing at tactile switches, just in time for the Christmas season.   S2 aims to sit in its very own place in the tactile market with a sharper tactile bump and with a 13.9mm stem compared to other market offerings, designed for prolonged usage to be a comfortable tactile to daily withou",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/S2-Snow-3_1200x1200.jpg?v=1669266944,$6.50,Add to cart,Default Title," S2 - Snow marks Ktech's 1st pitch swing at tactile switches, just in time for the Christmas season.    S2 aims to sit in its very own place in the tactile market with a sharper tactile bump and with a 13.9mm stem compared to other market offerings, designed for prolonged usage to be a comfortable tactile to daily without hand fatigue.    We're again using our previously chosen HPE top housing that prevents a sharp top out while a proprietary blended bottom housing combined with a long-pole POM stem aims to deliver an audible and pleasing sound signature.    White bottom and Milky Top Housing brings a twist to the current color palettes on the market, highly voted for by our local community during the testing phase.    S2V2 improves on the base of S2 and the main differences are presented below:  1) Polished mold  2) Improved factory lubrication for better stock performance  3) ktechs nameplate  Switches are sold in packs of 10.  Quantity 1 = 10 switches.Specifications:  Tactile
Top Housing: HPE
Bottom Housing: Proprietary Blend
Stem: POM (13.9mm)
63.5g bottom-out force / 50g actuation
Gold-plated dual stage spring  
3.5mm travel / 2.0m actuation
5 Pin (PCB mount)

Pre-lubed from factory with oil based lubricant
Manufactured by Tecsee
Designed by KTECHS    Sound Tests:          International Vendors:  NA - You're here!


SEA - KTECHS   "
133,Dangkeebs,https://dangkeebs.com/collections/switches/products/halu-halo-switches,JWK HaluHalo,"HaluHalo Switches combine our love for the Filipino dessert halo halo, and pastel tones. The switches feature a pastel purple housing, and pastel cyan stem. They will be a sweet addition to any set-up!   Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear 4.0mm travel Stem: Polyoxymethyl",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_9592-2_1200x1200.jpg?v=1610210471,$5.00,Sold out,Default Title  - Sold out," HaluHalo Switches combine our love for the Filipino dessert halo halo, and pastel tones. The switches feature a pastel purple housing, and pastel cyan stem. They will be a sweet addition to any set-up!    Switches are sold in packs of 10.  Quantity 1 = 10 switches.  Specifications:  Linear
4.0mm travel
Stem: Polyoxymethylene (POM)

Top Housing: Polycarbonate

Bottom Housing: Nylon

Spring: Gold plated 63.5g (bottom out)

PCB mount (5 pin)


UNLUBED from factory
Manufactured by JWK exclusively for Dangkeebs
Collectible sticker included with all orders while supplies last    International Vendors:  United States: You're here!

Canada: AlphaKeys


Europe: Keygem


United Kingdom: ProtoTypist


Southeast Asia: Ilumkb


Philippines: JMKeyboards


China: Moyu Studio       "
134,Dangkeebs,https://dangkeebs.com/collections/switches/products/dusk-panda-linear,Dusk Panda - Linear,Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear Top Housing: Polycarbonate Bottom Housing: Polycarbonate Stem: Panda V2 POM stem  62g spring 5 pin (PCB Mount) UNLUBED from factory Designed by AlphaKeys,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0170-2_1200x1200.jpg?v=1614125903,$6.00,Sold out,Default Title  - Sold out," Switches are sold in packs of 10.  Quantity 1 = 10 switches.  Specifications:  Linear
Top Housing: Polycarbonate 
Bottom Housing: Polycarbonate
Stem: Panda V2 POM stem 
62g spring
5 pin (PCB Mount) 
UNLUBED from factory
Designed by AlphaKeys   "
135,Dangkeebs,https://dangkeebs.com/collections/switches/products/ktt-haluhalo,KTT HaluHalo,"KTT HaluHalo Switches combine our love for the Filipino dessert halo halo, and pastel tones. The switches feature a pastel purple housing, and various pastel stems to resemble the numerous toppings in halo halo. They will be a sweet addition to any set-up! Switches are sold in packs of 10.Quantity 1 = 10 switches. Spec",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0821-3_1200x1200.jpg?v=1638220051,$3.00,Add to cart,Default Title," KTT HaluHalo Switches combine our love for the Filipino dessert halo halo, and pastel tones. The switches feature a pastel purple housing, and various pastel stems to resemble the numerous toppings in halo halo. They will be a sweet addition to any set-up!  Switches are sold in packs of 10.Quantity 1 = 10 switches. Specifications:  Linear
5-pin KTT Rose mold
Top Housing: Polycarbonate
Bottom Housing: Nylon
Stem: POM
63.5g bottom-out force
4.0mm travel
5 Pin (PCB mount)

Unlubed from factory
Manufactured by KTT exclusively for Dangkeebs
Collectible sticker included with all orders while supplies last
Collectible ice cream pint packaging available for orders with 70+ switches    Sound Tests:                    International Vendors:  Canada: AlphaKeys


Europe: My Keyboard


UK: ProtoTypist


Oceania: Keebz n cables 


SEA: ZionStudios


China: Moyu.Studio


India: rectangles.store

Malaysia: Teddo         "
136,Dangkeebs,https://dangkeebs.com/collections/switches/products/gateron-milky-black,Gateron Milky Black,"Gateron Milky Blacks are excellent linear switches. They feature all of the community acclaimed properties of Gateron Milky Yellows with a slightly heavier spring weight. A little lube, and some films will make these perfect for any build.  Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Li",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_8140_1200x1200.jpg?v=1602991824,$2.40,Add to cart,Default Title," Gateron Milky Blacks are excellent linear switches. They feature all of the community acclaimed properties of Gateron Milky Yellows with a slightly heavier spring weight. A little lube, and some films will make these perfect for any build.  Switches are sold in packs of 10.  Quantity 1 = 10 switches.  Specifications:  Linear
Top Housing: Polycarbonate / Nylon Blend
Bottom Housing: Nylon Blend
Stem: POM
4.0mm travel
60g actuation
5 pin

UNLUBED from factory "
137,Dangkeebs,https://dangkeebs.com/collections/switches/products/blue-velvet-pme-linear,Blue Velvet PME - Linear,Blue Velvet PME Linear switches are inspired by blue velvet cakes and feature a proprietary plastic blend from Tecsee called PME. This material is used for both the top and bottom housing and provides for a slightly deeper sound signature than other traditional plastic blends. The switches also utilize a long pole stem,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0679-5_1200x1200.jpg?v=1648856191,$4.70,Sold out,Default Title  - Sold out," Blue Velvet PME Linear switches are inspired by blue velvet cakes and feature a proprietary plastic blend from Tecsee called PME. This material is used for both the top and bottom housing and provides for a slightly deeper sound signature than other traditional plastic blends. The switches also utilize a long pole stem for a more solid bottom out sound. Switches are sold in packs of 10.  Quantity 1 = 10 switches.  Specifications:  Linear
Top Housing: PME
Bottom Housing: PME
Stem: POM 
68g spring (Bottom out)
5 pin (PCB Mount) 
UNLUBED from factory
Manufactured by Tecsee exclusively for Dangkeebs
Collectible sticker included with all orders while supplies last    Sound Test:      Disclaimer:Some switches may have PME flakes present. The manufacturer has confirmed this is a property of PME and assured it should not affect the function of the switch. Additionally, if desired, the flakes should be easy to remove with a pair of tweezers.   "
138,Dangkeebs,https://dangkeebs.com/collections/switches/products/glorious-lynx,Glorious Lynx,"Glorious Lynx are designed to provide a silky-smooth, quiet linear typing experience perfect for any user. Feel your fingers stride across your board with remarkable speed and fluid accuracy. Made from premium, durable materials with precision tooling, Lynx will provide consistent actuation for years to come. Once you ",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2217-3_1200x1200.jpg?v=1656292964,$25.00,Add to cart,Default Title," Glorious Lynx are designed to provide a silky-smooth, quiet linear typing experience perfect for any user. Feel your fingers stride across your board with remarkable speed and fluid accuracy. Made from premium, durable materials with precision tooling, Lynx will provide consistent actuation for years to come. Once you try them, you won’t be able to keep your hands off them.    Switches are sold in packs of 36.  Quantity 1 = 36 switches.Specifications:  Linear
Top Housing: Polycarbonate
Bottom Housing: Nylon PA12
Stem: POM
Nickel plated spring
60g bottom-out 

5 pin (PCB Mount)

UNLUBED from factory
Collectible sticker included "
139,Dangkeebs,https://dangkeebs.com/collections/switches/products/gateron-black,Gateron Black,"Gateron Blacks are excellent linear switches. They feature all of the community acclaimed properties of Gateron Yellows with a slightly heavier spring weight. A little lube, and some films will make these perfect for any build.  Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear 4.0mm t",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_8204-2_1200x1200.jpg?v=1602993583,$2.40,Add to cart,Default Title," Gateron Blacks are excellent linear switches. They feature all of the community acclaimed properties of Gateron Yellows with a slightly heavier spring weight. A little lube, and some films will make these perfect for any build.  Switches are sold in packs of 10.  Quantity 1 = 10 switches.  Specifications:  Linear
4.0mm travel
60g actuation
Black bottom / Milky top 
5 pin 

UNLUBED from factory "
140,Dangkeebs,https://dangkeebs.com/collections/switches/products/strawberry-milk-linear,Strawberry Milk - Linear,"Strawberry Milk Linears were inspired by one of our favorite childhood treats. These switches feature their own collectible milk bottle packaging, and the newest linear mold from Tecsee incorporating all improvements from past revisions. The switches are smoother, the tolerances are tighter, and ping has been improved.",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0652-2_1200x1200.jpg?v=1640053964,$6.80,Add to cart,Milk (White Housing)," Strawberry Milk Linears were inspired by one of our favorite childhood treats. These switches feature their own collectible milk bottle packaging, and the newest linear mold from Tecsee incorporating all improvements from past revisions. The switches are smoother, the tolerances are tighter, and ping has been improved. Take the plunge to enjoy this refreshing typing experience – you may get hooked!    Switches are sold in packs of 10.  Quantity 1 = 10 switches.  Specifications:  Linear
Top Housing: Nylon
Bottom Housing: Nylon
Stem: POM
Gold plated spring
3.5mm travel
55g actuation / 67g bottom out
5 pin (PCB Mount)

UNLUBED from factory
Manufactured by Tecsee exclusively for Dangkeebs
Collectible sticker included with all orders while supplies last
Collectible milk bottle packaging available for orders with 70+ switches  Sound Tests:  View this post on Instagram























A post shared by sviz (@svizify)          International Vendors:  AUS: Keebz n Cables


Asia: Mecha.Store "
141,Dangkeebs,https://dangkeebs.com/collections/switches/products/ktt-monochrome-onyx,KTT Monochrome - Onyx,"KTT Monochrome is a DK exclusive collection in collaboration with KTT in celebration of our long-standing partnership. The goal of this collection is to highlight underrated gems within KTT’s arsenal of switches. This collection utilizes a variety of uncommon molds, popular molds, and custom molds to provide you with a",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_1224_1200x1200.jpg?v=1642450705,$4.60,Add to cart,Default Title," KTT Monochrome is a DK exclusive collection in collaboration with KTT in celebration of our long-standing partnership. The goal of this collection is to highlight underrated gems within KTT’s arsenal of switches. This collection utilizes a variety of uncommon molds, popular molds, and custom molds to provide you with an unmatched typing experience. Onyx is the dark horse in the collection. This switch features a large sharp “plateau” tactile bump. This tactile bump is sharply rounded at both its beginning and end, but rather flat at its peak providing an almost harsh tactility. They’re perfectly paired with gold plated long springs, and polycarbonate housings to provide tactile lovers with a renewed tactile experience.    Additional switches in this collection:KTT Monochrome - ChalkKTT Monochrome - Marble  Switches are sold in packs of 10.Quantity 1 = 10 switches. Specifications:  Tactile 
Top Housing: Polycarbonate
Bottom Housing: Polycarbonate
Stem: POM
46g actuation / 63g peak force / 50g bottom-out
22mm extended spring
4.0mm travel
5 Pin
Manufactured by KTT exclusively for Dangkeebs
Collectible sticker included with all orders while supplies last
Collectible packaging available for orders with 70+ switches  Sound Tests:  International Vendors:  Canada: AlphaKeys     "
142,Dangkeebs,https://dangkeebs.com/collections/switches/products/jwick-nylon-t1,Jwick Nylon T1,"Jwick Nylon T1's offer JWK quality at an affordable price and feature a full nylon housing, and POM stem. They're also lightly pre-lubed and ready to go!   Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Tactile Stem: POM  Top Housing: Nylon Bottom Housing: Nylon Spring: 67g bottom out PCB ",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_1998_1200x1200.jpg?v=1655080226,$3.00,Add to cart,Default Title," Jwick Nylon T1's offer JWK quality at an affordable price and feature a full nylon housing, and POM stem. They're also lightly pre-lubed and ready to go!    Switches are sold in packs of 10.  Quantity 1 = 10 switches.  Specifications:  Tactile
Stem: POM 

Top Housing: Nylon

Bottom Housing: Nylon

Spring: 67g bottom out

PCB mount (5 pin)

Lightly pre-lubed     "
143,Dangkeebs,https://dangkeebs.com/collections/switches/products/durock-dolphin,Durock Dolphin,Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Silent Linear 4.0mm travel Stem: POM  Top Housing: Polycarbonate Bottom Housing: Nylon Spring: Gold plated 62g (bottom out) PCB mount (5 pin) Lightly pre-lubed,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0326-2_1200x1200.jpg?v=1615000620,$7.00,Add to cart,Default Title," Switches are sold in packs of 10.  Quantity 1 = 10 switches.  Specifications:  Silent Linear

4.0mm travel
Stem: POM 

Top Housing: Polycarbonate

Bottom Housing: Nylon

Spring: Gold plated 62g (bottom out)

PCB mount (5 pin)

Lightly pre-lubed     "
144,Dangkeebs,https://dangkeebs.com/collections/switches/products/lychee-uhmwpe-linear,Lychee UHMWPE - Linear,"Lychee UHMWPE Linear switches are inspired by lychee fruits and feature an UHMWPE stem and full nylon housing. UHMWPE is a unique material with a lower coefficient of friction than POM. It's a softer material that's self-lubricating, and highly resistant to abrasion. These distinct properties result in a smooth typing ",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_9705-5_1200x1200.jpg?v=1626056800,$6.50,Sold out,Default Title  - Sold out," Lychee UHMWPE Linear switches are inspired by lychee fruits and feature an UHMWPE stem and full nylon housing. UHMWPE is a unique material with a lower coefficient of friction than POM. It's a softer material that's self-lubricating, and highly resistant to abrasion. These distinct properties result in a smooth typing experience with a softened bottom, and top-out sound. Switches are sold in packs of 10.  Quantity 1 = 10 switches.  Specifications:  Linear
Top Housing: Nylon
Bottom Housing: Nylon
Stem: UHMWPE
68g (Bottom out)
Dual stage gold plated spring
5 pin (PCB Mount) 
UNLUBED from factory
Manufactured by Tecsee exclusively for Dangkeebs
Collectible sticker included with all orders while supplies last    Sound Test:   "
145,Dangkeebs,https://dangkeebs.com/collections/switches/products/kailh-white-owl,Kailh White Owl,"Kailh White Owls are a new clicky switch featuring stable and powerful short springs, high RGB transmittance of &gt;90%, and gold alloy contacts. Similar to other Kailh clicky switches, these switches are extremely satisfying to type on. Although, please exercise caution if you live with room-mates.     Switches are so",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2047_1200x1200.jpg?v=1656082761,$5.70,Sold out,Default Title  - Sold out," Kailh White Owls are a new clicky switch featuring stable and powerful short springs, high RGB transmittance of >90%, and gold alloy contacts. Similar to other Kailh clicky switches, these switches are extremely satisfying to type on. Although, please exercise caution if you live with room-mates.    Switches are sold in packs of 10.  Quantity 1 = 10 switches.  Specifications:  Clicky

Stem: POM
Bottom Housing: POM 
3.6mm travel

56g actuation / 70g peak / 63g bottom out force
12.8mm short spring
5 pin "
146,Dangkeebs,https://dangkeebs.com/collections/switches/products/sp-star-meteor-purple,SP-Star Meteor Purple,"SP-Star Meteor Purple is a medium tactile from SP-Star inspired by the gray fusion crust on meteorites resulting from their high velocity decent into our atmosphere. These switches are as exciting as their inspiration. They feature a nylon housing, gold plated spring, and POM stem. They're lightly pre-lubed and ready t",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2544_1200x1200.jpg?v=1663129885,$5.50,Sold out,Default Title  - Sold out," SP-Star Meteor Purple is a medium tactile from SP-Star inspired by the gray fusion crust on meteorites resulting from their high velocity decent into our atmosphere. These switches are as exciting as their inspiration. They feature a nylon housing, gold plated spring, and POM stem. They're lightly pre-lubed and ready to go as soon as they land in your hands.    Switches are sold in packs of 10.Quantity 1 = 10 switches.Specifications:  Tactile
Top Housing: Nylon

Bottom Housing: Nylon
Stem: POM
67g bottom-out force 
Gold plated spring
4.0mm travel
5 Pin
Lightly pre-lubed from factory
Manufactured by SP-Star "
147,Dangkeebs,https://dangkeebs.com/collections/switches/products/dk-creamery-cookies-n-cream,[Pre-Order] DK Creamery - Cookies n' Cream,"DK Creamery's Cookies n' Cream Switches were crafted with your satisfaction in mind. We used our industry experience to source only the best molds, and ingredients for this special treat. These switches feature new specialty molds, and a medium tactility round tactile bump which extends most of the keypress. Coupled wi",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/Cookiesncreamcover_1200x1200.jpg?v=1673068233,$4.10,Add to cart,Default Title," DK Creamery's Cookies n' Cream Switches were crafted with your satisfaction in mind. We used our industry experience to source only the best molds, and ingredients for this special treat. These switches feature new specialty molds, and a medium tactility round tactile bump which extends most of the keypress. Coupled with the classic blend of polycarbonate top housing, nylon bottom housing, and POM stem - these switches are sure to provide an extremely satisfying tactile event without being overwhelming. They'll also include a collectible sticker, and pint packaging for qualifying orders!    What Makes Our Cookies and Cream Switches Special?  High Quality Ingredients Each switch is crafted from only the highest quality materials sourced from around the world. They utilize gold plated springs from Korea, POM from the United States, and Nylon from Japan. All materials are carefully molded at a partner facility, and hand-packed into pints in Las Vegas for your enjoyment.  Guilt-freeOur Cookies n’ Cream Switches contain 0 calories per serving! Enjoy a treat without any consequences!  Lactose-freeNo dairy. No cows. No kidding. We maintain the creamy acoustics you love, but without the need for milk to ensure more people can enjoy these amazing switches!  Locally Sourced Sustainable PackagingOur pint containers are proudly made in Las Vegas with materials made in the USA. We utilize only post-consumer recycled fiber and FSC certified pulp.  Switches are sold in packs of 10.  Quantity 1 = 10 switches.  Specifications:  Tactile
Top Housing: Polycarbonate
Bottom Housing: Nylon
Stem: POM
Gold Plated Spring
4.0mm travel
63.5g Bottom-out
5 pin (PCB Mount)
Lightly pre-lubed from factory
Collectible sticker included with all orders while supplies last. 
Collectible pint packaging available for orders with 70+ switches    Sound Tests:  View this post on Instagram























A post shared by Tristan Green (@captain.sterling)                International Vendors: AUS: CLS Tech    Timeline:  Pre-order start date: February 23rd, 2023 


Pre-order end date: The pre-order will close when the new shipment arrives


Estimated shipping date: 3rd week of March    Please note:  This is a pre-order. This means the switches are NOT immediately available. They are currently in production and estimated to finish production according to the above timelines. 
With any pre-order, there can be unforeseen delays and set-backs. The estimated shipment date is only an estimate.
There are no refunds, or cancellations on these orders.
By purchasing this item, you agree that you understand everything above. "
148,Dangkeebs,https://dangkeebs.com/collections/switches/products/cherry-hyperglide-brown,Cherry Hyperglide - Brown,"Hyperglide Cherry Browns were announced during CES 2020. These switches feature Cherry's new 'Hyperglide' tooling. The result of this new tooling is increased smoothness, tighter tolerances, and an increased service life of &gt;100million actuations. Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specific",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0835_2e50e19f-6f68-4389-8054-1ed879e9f309_1200x1200.jpg?v=1620789148,$4.50,Sold out,Default Title  - Sold out," Hyperglide Cherry Browns were announced during CES 2020. These switches feature Cherry's new 'Hyperglide' tooling. The result of this new tooling is increased smoothness, tighter tolerances, and an increased service life of >100million actuations.  Switches are sold in packs of 10.  Quantity 1 = 10 switches.  Specifications:  Tactile

4.0mm travel
45g actuation
PCB mount (5-pin)
Hyperglide tooling

﻿UNLUBED         "
149,Dangkeebs,https://dangkeebs.com/collections/switches/products/poseidon,Poseidon,"Poseidon switches are designed by Moyu.Studio and inspired by Poseidon, the God of the sea in Greek mythology. Three different blues are used to express the three levels of the sea, and the three-stage gold-plated spring and nylon shell give it a wonderful feel and sound. Switches are sold in packs of 10. Quantity 1 = ",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0957-2_1200x1200.jpg?v=1638133768,$6.90,Sold out,Default Title  - Sold out," Poseidon switches are designed by Moyu.Studio and inspired by Poseidon, the God of the sea in Greek mythology. Three different blues are used to express the three levels of the sea, and the three-stage gold-plated spring and nylon shell give it a wonderful feel and sound.  Switches are sold in packs of 10.  Quantity 1 = 10 switches.  Specifications:  Linear
Stem: Polyoxymethylene (POM) lengthened stem
Top Housing: Nylon

Bottom Housing: Nylon

Spring: 58g (bottom out) three-section gold-plated spring
PCB mount (5 pin)

UNLUBED from factory
Manufactured by JWK    International Vendors:  US: You're here!

CA: AlphaKeys


South America: Fancy Customs


Europe: My Keyboard


UK: ProtoTypist


AU: DailyClack


SEA: ZionStudios


Asia: zFrontier


India: rectangles.store


Rest of world: Moyu.Studio     "
150,Dangkeebs,https://dangkeebs.com/collections/switches/products/pom-glacier-panda,POM Glacier Panda,"One of BSUN's newest developments, the POM Glacier Panda features a POM housing. With its famous housing and smooth ""V2"" stem (found in our Dusk Pandas), the POM Glacier Panda is the perfect combination for just about all uses. Use it stock or combine it with a Halo stem to create a unique-sounding Holy Panda!Switches ",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_9877-3_1200x1200.jpg?v=1627437852,$6.50,Sold out,Default Title  - Sold out," One of BSUN's newest developments, the POM Glacier Panda features a POM housing. With its famous housing and smooth ""V2"" stem (found in our Dusk Pandas), the POM Glacier Panda is the perfect combination for just about all uses. Use it stock or combine it with a Halo stem to create a unique-sounding Holy Panda!Switches are sold in packs of 10.  Quantity 1 = 10 switches.  Specifications:  Linear
Housing: POM

Stem: POM V2 linear stem
67g spring (Bottom out)
Original BSUN panda housing
5 pin (PCB Mount) 
UNLUBED from factory
Designed by AlphaKeys
Manufactured by BSUN
Collectible sticker included with all orders while supplies last   "
