,vender,url,product,description,image,price,live
40,KBDFans,https://kbdfans.com/collections/keycaps/products/extra-gb-artisan-keycap-collection?_pos=10&_fid=1126bd0db&_ss=c,[EXTRA] GB Artisan Keycap Collection,"Build your own mechanical keyboard, starting here!",http://cdn.shopify.com/s/files/1/1473/3902/products/201057d49f7d7ca133482a7a77b47f8a_94020e2a-4ba6-42e5-bb41-52a611dadabc_1200x1200.jpg?v=1668669634,$50.00,True
41,KBDFans,https://kbdfans.com/products/kbdfans-solar-keyboard-kit,KBDfans SOLAR keyboard kit,"Project Progress Sample is in production (2022-3-29) SPECS Layout: Ortholinear Layout, 50 keys PCB: Hotswapable, 1.2 mm thickness, QMK firmware, USB-C interface, without RGB Case: Aluminum Top and Bottom, PVD Stainless steel weight Structure: Gasket Mount Typing angle: 5° Replaceable modules: O-LED module, RGB module W",http://cdn.shopify.com/s/files/1/1473/3902/products/WechatIMG12370_1200x1200.jpg?v=1646206642,$0.00,True
42,KBDFans,https://kbdfans.com/collections/keycaps/products/gmk-firefly?_pos=28&_fid=1126bd0db&_ss=c&variant=39466794549387,R2 GMK Firefly,"Update Selling extra pre-order (2022-11-04) Group Buy Date: September 16th to October 22nd Estimated shipping date: To be updated GMK Firefly is a sharp new set from the designer behind the incredibly popular GMK Nines. Firefly premiers a full set of custom RAL colors, that creates a visual distinction from all other G",http://cdn.shopify.com/s/files/1/1473/3902/products/Basekit_1200x1200.jpg?v=1631585637,$150.00,True
43,KBDFans,https://kbdfans.com/collections/keycaps/products/m-7-aluminum-tab-artisan-keycap?_pos=58&_fid=1126bd0db&_ss=c,M.7 ALUMINUM TAB ARTISAN KEYCAP,"SPECS Material: Aluminum  Size: 1.5u size Details: Interchangeable screen function ONE KEYCAP, 96 OF LOOKS    Always changing your keyboard’s aesthetic? M.7 has an artisan keycap that keeps up. It’s called the Tab—and it looks just like a TV and works just like a picture frame. Made of aluminum, this innovative artisan",http://cdn.shopify.com/s/files/1/1473/3902/products/1_1afceb43-2260-407f-8a92-8153c1d82e02_1200x1200.jpg?v=1610694428,$32.00,True
44,KBDFans,https://kbdfans.com/collections/keycaps/products/epbt-acadia?_pos=31&_fid=1126bd0db&_ss=c&variant=39777656111243,ePBT Acadia,"Update R1 physical sample is completed, waiting for the confirmation from the designer (2023-2-10) Design file confirmed, waiting for sample (2022-11-21) Final design file not available (2022-03-10) Group Buy Date: Jan 11-Feb 11, 2022 Estimated Date: To be updated SPECS Material:  PBT material Profile:  Cherry Profile ",http://cdn.shopify.com/s/files/1/1473/3902/products/4_aba3f2ed-62de-48aa-a5d6-1bab3d242eda_1200x1200.jpg?v=1642122031,$18.00,True
45,KBDFans,https://kbdfans.com/collections/keycaps/products/kuro-shiro-r3?_pos=11&_fid=1126bd0db&_ss=c&variant=41003863376011,[Restock] R3 EPBT x GOK Kuro/Shiro PBT Keycaps Set,"Update Selling extra in stock (2022-10-10) Fulfillment most orders (2022-09-17) Production completed, Shipping is being arranged (2022-07-19) Estimated to arrive in these 2 weeks (2022-07-12) Due to the impact of the epidemic, orders have been delayed. Production started after 6085 was completed. (2022-04-23) Received ",http://cdn.shopify.com/s/files/1/1473/3902/products/1_2cd77a5a-ec95-4cfe-9f01-9bc53e6b27c5_1200x1200.jpg?v=1666850608,$50.00,True
46,KBDFans,https://kbdfans.com/products/pbtfans-dolch,PBTfans Dolch,Update Start the selling. (2022-10-19) Expected to complete production on October 15 (2022-09-27) Available in other Official Store Aliexpress store: Click Shopee.Philippines: Click Shopee.Singapore: Click Shopee.Malaysia: Click Shopee.Thailand: Click SPECS Material: PBT material Profile: Cherry profile Production Meth,http://cdn.shopify.com/s/files/1/1473/3902/products/base-1_1200x1200.jpg?v=1666078080,$80.00,True
47,KBDFans,https://kbdfans.com/collections/keycaps/products/epbt-cherry-profile-abs-pink-keycaps?_pos=24&_fid=1126bd0db&_ss=c,EPBT Doubleshot ABS Pink Extended keycaps,SPECS Material: ABS material Profile: Cherry profile Production Method: Doubleshot Total keys: 7 keys Thickness: 1.5 mm Manufacturer: ePBT Compatibility Cherry MX switches and MX-style clones,http://cdn.shopify.com/s/files/1/1473/3902/products/DP3258_2abc7a3e-eb0f-480e-88e2-5af42256515b_1200x1200.jpg?v=1651045335,$2.90,True
48,KBDFans,https://kbdfans.com/products/tofu60-2-0,Tofu60 2.0,"Tofu60 2.0 Tofu60 was born in 2017 and has sold more than 40,000 units. It's a lot of people's first entry-level custom mechanical keyboard.Tofu60 2.0 is a new beginning, the new changes will bring a new typing experience, and the new surface coating process can also bring more color possibilities. 60% Layout Programma",http://cdn.shopify.com/s/files/1/1473/3902/products/zdL4k5e_1200x1200.jpg?v=1673488193,$159.00,True
49,KBDFans,https://kbdfans.com/collections/keycaps/products/ic-epbt-scandi?_pos=50&_fid=1126bd0db&_ss=c&variant=39382547071115,[RESTOCK] ePBT Scandi,"Update ePBT Keycap Acceptable Quality Standards Sell extra in stock (2022-12-07) Start fulfilling orders (2022-11-29) Confirmed Change (2022-11-09) Some keys need to be reproduced (2022-10-14) QC and packaging will be started next week (2022-09-17) Sample confirmed, queued for production. (2022-06-23) Sample of all kit",http://cdn.shopify.com/s/files/1/1473/3902/products/11_2604d4ea-6ac0-4bbe-9c62-870fe4c5a194_1200x1200.png?v=1615796876,$98.00,True
50,KBDFans,https://kbdfans.com/collections/keycaps/products/walnut-keycaps-oem-profile-1?_pos=3&_fid=1126bd0db&_ss=c&variant=41124113154187,Walnut Keycaps OEM Profile,"SPECS Material: Walnut Profile: OEM Profile Compatibility Compatible with Cherry MX switches and MX-style clones Friendly Reminder Only Keycaps included, no keyboard. The keycaps are made of organic wood, it is a normal phenomenon if there exits the little gouge or little stripe.",http://cdn.shopify.com/s/files/1/1473/3902/products/1_10b654b0-e4a5-48db-a38a-350112549233_1200x1200.jpg?v=1672204736,$4.50,True
51,KBDFans,https://kbdfans.com/collections/akuma/products/akuma-80-keyboard,[Limited edition] Akuma 80% Keyboard Kit,"Project Progress The laser number is being printed, and most of the cases have arrived at the warehouse (2023-02-06) Case:preparing the material; PCB: in stock; Plate:in production (2022-10-26) AkumaIn other words, Devil. Designed By Mighty Setup Group Start Date: Sep 22nd at 7:00 PM PST (Pacific standard time). This G",http://cdn.shopify.com/s/files/1/1473/3902/products/20_ddb3c7d0-8e5a-4dfc-a0b8-48a8e9063e83_1200x1200.jpg?v=1655773770,$0.00,True
52,KBDFans,https://kbdfans.com/collections/keycaps/products/enjoypbt-x-ai03-simpleja-pbt-keycaps-set?_pos=67&_fid=1126bd0db&_ss=c&variant=29278154358832,ePBT Simple JA R2,"Update Selling extra in stock (2022-10-20) Ready to ship (2022-10-01) Part completed KITs will be received next week (2022-09-17) Sample color has been confirmed, queued for production (2022-03-07) Sample received, waiting for the confirmation(2022-02-14) Group Buy Start Date: October 15th, 2021 Group Buy End Date: Nov",http://cdn.shopify.com/s/files/1/1473/3902/products/SimpleJA1_1200x1200.jpg?v=1634347184,$12.00,True
53,KBDFans,https://kbdfans.com/collections/keycaps/products/gmk-indigo?_pos=25&_fid=1126bd0db&_ss=c&variant=41034282467467,GMK Indigo,"GMK Indigo is inspired by Japanese denim culture, especially sashiko mending. GB date: February 4th to March 18, 2022 Estimated shipping date: September 2023 Venders Worldwide: KBDFans US: Space Cables CA: Desk[H]ero UK: Proto[Typist] EU: Salvun SEA: iLumkb OC: Daily Clack Specifications Manufacturer: GMK Profile: Cher",http://cdn.shopify.com/s/files/1/1473/3902/products/base_8e53b4e2-2984-46c9-862c-cd58bbd999d6_1200x1200.jpg?v=1644149641,$229.00,True
54,KBDFans,https://kbdfans.com/collections/keycaps/products/gmk-infernal?_pos=33&_fid=1126bd0db&_ss=c&variant=41034136813707,GMK Infernal,"Update Selling extra pre-order (2022-11-04) Group Buy Start Date: October 22nd, 2021 Group Buy End Date: November 22nd, 2021 Estimated Shipping Date: To be updated Inspiration  The underworld SPECS Profile: Cherry Profile Production method: Doubleshot UV Printed Sublegends: Base Set UV Printed: Symbol kit Material: ABS",http://cdn.shopify.com/s/files/1/1473/3902/products/base-nou_1200x1200.jpg?v=1633418147,$232.00,True
55,KBDFans,https://kbdfans.com/collections/keycaps/products/pbtfans-doubleshot-resonance?_pos=19&_fid=1126bd0db&_ss=c&variant=40769837203595,PBTfans Resonance,"In-stock Sale Date: 10:00 am, Sep 2nd, 2022 (China Standard Time, GMT+8) Resonance is inspired by the Braun calculator ET series, with KBDfans' Doubleshot PBT/metal process, it will be classic and durable. [Limited Edition] Phase One 65 x PBTFANS RESONANCE SPECS Material: PBT material Profile: Cherry profile Production",http://cdn.shopify.com/s/files/1/1473/3902/products/01_25dfe2e4-27c1-4a31-9fd3-ae11e59bd292_1200x1200.jpg?v=1654652638,$19.00,True
56,KBDFans,https://kbdfans.com/collections/keycaps/products/osa-marrs-green-pbt-doubleshot-keycaps-set?_pos=30&_fid=1126bd0db&_ss=c,OSA Marrs Green PBT Doubleshot Keycaps Set,"SPECS Material: PBT material Profile: OSA profile Production Method: Doubleshot Total Keys: 186 keys Weight: 790g Thickness: 1.55 mm Friendly Reminds: Only keycaps included, no keyboard Compatibility Compatible with Cherry MX switches and MX-style clones Compatible with 61/63/67/68/84/87/104keys /HHKB layouts TRANSLATE",http://cdn.shopify.com/s/files/1/1473/3902/products/DP3238_1200x1200.jpg?v=1649228000,$69.00,True
57,KBDFans,https://kbdfans.com/collections/keycaps/products/m7-customized-module-splicing-artisan-keycaps?_pos=59&_fid=1126bd0db&_ss=c,In-Stock M7 Customized Module Splicing Artisan Keycaps, SPECS Materials: Anodized Aluminum  Weight: 40g Designer: M7 Compatibility Compatible with Cherry MX switches and clone switches Pre-purchase Notice The keycap is made up of four small parts. One of the parts is invisible. The color of the other three parts is generated as per your options. We provide 7 different opti,http://cdn.shopify.com/s/files/1/1473/3902/products/10_56b8b981-dd40-40e4-a2e6-5261e7cd96f1_1200x1200.jpg?v=1608863502,$31.00,True
58,KBDFans,https://kbdfans.com/collections/keycaps/products/ic-epbt-axolotls?_pos=41&_fid=1126bd0db&_ss=c&variant=39374733017227,ePBT Axolotls,"Update Queued for production (2022-09-03) R2 sample not approved, will do the R3 sample (2022-08-04) a full set of prototypes sent to the designer for confirmation (2022-07-31) Sample approved, ready to make a full set of prototypes! (2022-04-23) Group Buy dates: From July 13th to Aug 13th, 2021 Estimated shipping time",http://cdn.shopify.com/s/files/1/1473/3902/products/Base_e7254157-db36-436c-9ce0-23183eca00c8_1200x1200.jpg?v=1622512537,$19.00,True
59,KBDFans,https://kbdfans.com/collections/keycaps/products/gmk-boulder?_pos=60&_fid=1126bd0db&_ss=c&variant=41027563880587,GMK Boulder,"Update Arranging the shipment (2023-1-30) Selling extra pre-order (2022-11-02) Queuing for production（2021-09-07） Group Buy Start: April 2nd, 2021 Group Buy End: May 7th, 2021 Estimated Ship Date: To be updated Inspiration GMK Boulder is a keycap set based on the majestic Yosemite National Park, as well as the climbing",http://cdn.shopify.com/s/files/1/1473/3902/products/5sJZTou_1200x1200.png?v=1616045502,$240.00,True
60,KBDFans,https://kbdfans.com/collections/keycaps/products/ic-gmk-moonlight?_pos=47&_fid=1126bd0db&_ss=c&variant=39351042048139,GMK Moonlight,"Update Arranging the shipment, not including the Rama and deskmat (2023-1-30) Selling extra pre-order (2022-11-01) Regarding RAMA caps: Expect to be completed in 2-3 months. (2022-06-29) Group Buy begins on May 21st, ends on June 26th. Estimated Shipping Date: To be updated Inspiration The inspiration for this set came",http://cdn.shopify.com/s/files/1/1473/3902/products/111_ad67ed4e-ab93-41ed-a548-c343a993a93c_1200x1200.png?v=1667378201,$170.00,True
61,KBDFans,https://kbdfans.com/products/kbdfans-tiger-lite-keyboard-kit,KBDfans Tiger Lite Keyboard Kit,🐯🐯🐯Welcome to tiger lite🐯🐯🐯 Flexible cutting PCB&amp;RGB underglow High quality plastic injection Silicone socks gasket structure Multiple color options Include ABS Plastic Top and Bottom case x1 Polycarbonate plate x1 PCB x1 USB Daughter Board x1 PCB foam x1 Case foam x1 Switch pads x1 Silicone socks set x1 Designed t,http://cdn.shopify.com/s/files/1/1473/3902/products/ceedbed5538eca13f14748a934597998_f809ef81-0771-4b03-9760-b4ef735a7f53_1200x1200.jpg?v=1668740255,$129.00,True
62,KBDFans,https://kbdfans.com/collections/keycaps/products/gmk-fenglisu?_pos=32&_fid=1126bd0db&_ss=c&variant=41034122854539,GMK fenglisu (鳳梨酥),"Inspiration This set draws inspiration from a pre-pandemic excursion to Taiwan where we were enraptured by arguably its most widely recognised dessert, the Taiwanese Pineapple Cake (鳳梨酥 fèng lí sū; 王梨酥 ông lâi so).Fenglisu are delicate little treats with a crumbly pastry exterior that are filled with a sweet pineapple ",http://cdn.shopify.com/s/files/1/1473/3902/products/base2000_1200x1200.jpg?v=1644457889,$226.00,True
63,KBDFans,https://kbdfans.com/collections/keycaps/products/pbtfans-international-kit-collection?_pos=6&_fid=1126bd0db&_ss=c,PBTfans International Kit Collection,"SPECS Material: PBT material ABS material (semi-transparent): PBTfans Klein Blue, PBTfans Pyga Profile: Cherry profile Production Method: Doubleshot Manufacturer: PBTfans Friendly Reminds: Only keycaps included, no keyboard Compatibility: Cherry MX switches and MX-style clones",http://cdn.shopify.com/s/files/1/1473/3902/products/lQLPJx2wfs4DKbDNB9DNB9CwpWyM7NwW2hYDlrbdSMDsAA_2000_2000_1200x1200.png?v=1671085571,$29.00,True
64,KBDFans,https://kbdfans.com/collections/keycaps/products/pbtfans-numpad-kits-collection?_pos=9&_fid=1126bd0db&_ss=c,PBTfans Numpad Kit Collection,"SPECS Material: PBT material ABS material (semi-transparent): PBTfans Klein Blue Profile: Cherry profile Production Method: Doubleshot Manufacturer: PBTfans Friendly Reminds: Only keycaps included, no keyboard Compatibility: Cherry MX switches and MX-style clones",http://cdn.shopify.com/s/files/1/1473/3902/products/lQLPJweNbw85jLDNB9DNB9CwKEv7baI3_zUDlrbJdoBaAA_2000_2000_1200x1200.png?v=1671085497,$32.00,True
65,KBDFans,https://kbdfans.com/collections/keycaps/products/enjoypbt-photoshop-dye-sub-keycaps-set?_pos=68&_fid=1126bd0db&_ss=c,Enjoypbt Photoshop dye-sub keycaps set,"SPECS Material: PBT material Profile: Cherry Profile Production Method: Dye-sublimated Total Keys: 117 keys Manufacturer:  ePBT Friendly Reminds: Only Keycaps included, no keyboard Compatibility Cherry MX switches and MX-style clones",http://cdn.shopify.com/s/files/1/1473/3902/products/JM000565_1200x1200.jpg?v=1651047040,$39.00,True
66,KBDFans,https://kbdfans.com/collections/keycaps/products/pbtfans-spacebar-kit-collection?_pos=5&_fid=1126bd0db&_ss=c,PBTfans Spacebar Kit Collection,"SPECS Material: PBT material ABS material (semi-transparent): PBTfans Klein Blue, PBTfans Neon Profile: Cherry profile Production Method: Doubleshot Manufacturer: PBTfans Friendly Reminds: Only keycaps included, no keyboard Compatibility: Cherry MX switches and MX-style clones",http://cdn.shopify.com/s/files/1/1473/3902/products/Basin_80bff02c-8179-4053-9d24-4afed88bb191_1200x1200.webp?v=1669709472,$18.00,True
67,KBDFans,https://kbdfans.com/collections/keycaps/products/gmk-chaos-theory?_pos=26&_fid=1126bd0db&_ss=c&variant=39483741995147,GMK Chaos Theory,"Update R2 sample rejected, waiting for GMK to provide new samples (2023-2-13) Selling extra pre-order (2022-11-04) Final numbers submitted to GMK, in production queue.（2021-12-15） Queuing for production（2021-12-01） Estimated shipping date: Q1 2023 Group Buy Date: October 8th to November 15th, 2021 Expected delivery: Q1",http://cdn.shopify.com/s/files/1/1473/3902/products/Order_1200x1200.jpg?v=1633486564,$54.00,True
68,KBDFans,https://kbdfans.com/collections/keycaps/products/gateron-milky-housing-yellow-linear-switches,Gateron Milky housing Yellow Linear Switches,Specs Yellow Linear 50 cN operating force 2.0 mm pre travel 4.0 mm total travel PCB mount 5pin MX stem  TRANSLATE with x English Arabic Hebrew Polish Bulgarian Hindi Portuguese Catalan Hmong Daw Romanian Chinese Simplified Hungarian Russian Chinese Traditional Indonesian Slovak Czech Italian Slovenian Danish Japanese S,http://cdn.shopify.com/s/files/1/1473/3902/products/1_ba339ca5-3679-4302-88de-1d93c5a6447a_1200x1200.jpg?v=1652668039,$1.25,True
69,KBDFans,https://kbdfans.com/collections/keycaps/products/pbtfans-doubleshot-bow?_pos=18&_fid=1126bd0db&_ss=c,PBTfans BOW,"Specs Simple Base = Alpha + Icon ModifiersBase = Alpha + Text Modifiers Material: PBT material Profile: Cherry profile Production Method: Doubleshot Manufacturer: PBTfans Packaging: ABS keycaps tray with designed tray cover Reminder: Only keycaps included, no keyboard Compatibility: Cherry MX switches and MX-style clon",http://cdn.shopify.com/s/files/1/1473/3902/products/lQDPJxZYJt-WYy7NB9DNB9CwYrtRkzsvQmECkX6ImUCuAA_2000_2000_1200x1200.jpg?v=1657003092,$75.00,True
70,KBDFans,https://kbdfans.com/collections/keycaps/products/mummy-artisan-keycaps-1?_pos=43&_fid=1126bd0db&_ss=c,One step artisan keycaps,"    [Delivery time] About 7 days after ordering [brand] Falconkey [Material] Multicolor resin injection molding [color] 1-10 (shading / light transmission) [Adapt keyboard] Adapt to almost all mx switches and derivative switches keyboard [Explanation] A long time ago, in ancient Egypt, the mysterious spell was accident",http://cdn.shopify.com/s/files/1/1473/3902/products/1_3e41d6c7-0e24-4600-9a8a-717c8f86a054_1200x1200.jpg?v=1622439659,$26.00,True
71,KBDFans,https://kbdfans.com/collections/keycaps/products/pbtfans-alphas-alt-mods-kit-collection?_pos=7&_fid=1126bd0db&_ss=c,PBTfans Alphas & Alt mods Kit Collection,"SPECS Material: PBT material  PBTfans Pyga Greek Sublegend: ABS material(semi-transparent), UV printed  Profile: Cherry profile Production Method: Doubleshot Manufacturer: PBTfans Friendly Reminds: Only keycaps included, no keyboard Compatibility: Cherry MX switches and MX-style clones",http://cdn.shopify.com/s/files/1/1473/3902/products/lQLPJv_N02ea8jDNB9DNB9CwM8Co-b3zUoUDlrbSOACMAA_2000_2000_1200x1200.png?v=1671085602,$45.00,True
72,KBDFans,https://kbdfans.com/collections/keycaps/products/pbtfans-40s-kit-collection?_pos=8&_fid=1126bd0db&_ss=c,PBTfans 40s Kit Collection,"SPECS PBT material: PBTfans Purpolch, PBTfans KABUKI-CHO 歌舞伎町 ABS material (semi-transparent): PBTfans Klein Blue, PBTfans Neon, PBTfans Pyga Profile: Cherry profile Production Method: Doubleshot Manufacturer: PBTfans Friendly Reminds: Only keycaps included, no keyboard Compatibility: Cherry MX switches and MX-style cl",http://cdn.shopify.com/s/files/1/1473/3902/products/lQLPJxBd4-qpQTDNB9DNB9CwLtiRp8oPga8DlrboVcBaAA_2000_2000_1200x1200.png?v=1671085522,$29.00,True
73,KBDFans,https://kbdfans.com/collections/keycaps/products/ic-gmk-momo-yume?_pos=38&_fid=1126bd0db&_ss=c&variant=41033915465867,GMK Momo Yume (もも ゆめ),"INSPIRATION Momo Yume means Peach Dreams. A keyset inspired by daydreams and a glass of Peach Sparkling Sake (Japanese Champagne). Color tones to match the dreamy girl on a dreamy day. Update Selling extra pre-order (2022-11-04) GROUP BUY DATE: 7th Sept to Oct 6th, 2021 Estimated Ship Date:  To be updated SPECS Profile",http://cdn.shopify.com/s/files/1/1473/3902/products/Base.v2.021.Pink_1200x1200.jpg?v=1631147117,$198.00,True
74,KBDFans,https://kbdfans.com/collections/keycaps/products/m7-game-console-artisan-keycap?_pos=14&_fid=1126bd0db&_ss=c&variant=40793149866123,M7 Game Console Artisan Keycap,"SPECS Materials: Anodized Aluminum body, silicone buttons Weight: 40g Designer: M7 Compatibility Compatible with Cherry MX switches and clone switches North facing RGB LEDs",http://cdn.shopify.com/s/files/1/1473/3902/products/21_2ac54343-7f90-40ab-bf61-75fb6e0706bf_1200x1200.jpg?v=1662355408,$15.00,True
75,KBDFans,https://kbdfans.com/collections/keycaps/products/pbtfans-doubleshot-wob?_pos=17&_fid=1126bd0db&_ss=c&variant=40342537273483,PBTfans WOB,"Specs Simple Base = Alpha + Icon ModifiersBase = Alpha + Text Modifiers Material: PBT material Profile: Cherry profile Production Method: Doubleshot Manufacturer: PBTfans Packaging: ABS keycaps tray with designed tray cover Reminder: Only keycaps included, no keyboard Compatibility: Cherry MX switches and MX-style clon",http://cdn.shopify.com/s/files/1/1473/3902/products/lQDPJxZYJuMp6QHNB9DNB9CwS-CAlLyF39YCkX6PEgCuAA_2000_2000_65bce38b-14c3-47f0-9cba-7bd5c6a74418_1200x1200.jpg?v=1653554253,$75.00,True
76,KBDFans,https://kbdfans.com/products/og60-retro-keyboard,OG60 retro keyboard,"OG60 KEYBOARD Inspiration The prototype Cherry G80-3077SAU is one of my favorite mechanical keyboards, and I love the great design. We recreated this 60% layout keyboard kit with reference to the shape of the G80-3077SAU. Design &amp; Colors OG60 is a retro design and electrostatic coating process. It uses high-quality",http://cdn.shopify.com/s/files/1/1473/3902/products/3_eae262dc-5bb5-4ebc-adff-81b5f14ab53d_1200x1200.jpg?v=1659000661,$240.00,True
77,KBDFans,https://kbdfans.com/products/pluto,Pluto,"Pluto, an affordable frl. The main purpose of this board is to introduce more people to the best layout.This board was originally designed to be O-ring gasket mount only, Top mount was added to make the board whole.Sticking with a mimal design, the engraving of planets was replaced with the Logo surrounding with pluto ",http://cdn.shopify.com/s/files/1/1473/3902/products/2_d84e437c-4407-47cd-b74f-2a16727f1792_1200x1200.jpg?v=1675848266,$0.00,True
78,KBDFans,https://kbdfans.com/products/tofu65-2-0,Tofu65 2.0,Tofu65 2.0 65% Layout 7 ° typing Angle Hot-swap &amp; programmable &amp; RGB 3 kinds of structural system support Red White Multiple colors are available Forest Black Cement gray Cute Azure Linen gray Electrostatic coating and anodizing Lavender Gray Multiple materials can be selected 1. Fiberglass2. Carbon fiber3. Pol,http://cdn.shopify.com/s/files/1/1473/3902/products/untitled.205_1200x1200.jpg?v=1673504017,$188.00,True
79,KBDFans,https://kbdfans.com/collections/keycaps/products/ic-epbt-duo?_pos=37&_fid=1126bd0db&_ss=c&variant=39453199564939,ePBT DuO,"Update Fulfillment of Group Buy orders, selling extra in stock(2022-08-02) According to the designer of ePBT DuO, he found out something before the production phase. So there are a few changes listed in the picture. Those changes are the final-confirmed document of what has been submitted to the ePBT manufacture. (Pict",http://cdn.shopify.com/s/files/1/1473/3902/products/1_5f961000-7c5b-4fc6-b8a2-c7c27b7ee28f_1200x1200.jpg?v=1657701104,$35.00,True
80,KBDFans,https://kbdfans.com/collections/keycaps/products/gmk-purple-ish?_pos=39&_fid=1126bd0db&_ss=c&variant=41034286956683,GMK Purple-ish,"Update - Color matching: 1/3 colors approved, waiting on 2nd round of samples- Production renders from GMK have been approved- Deskmat samples are on their way(2023-2-10) Selling extra pre-order (2022-11-05) Group Buy dates: March 15th-April 15th, 2022 Estimated Shipping Date: To be updated Hi everyone! This is a set i",http://cdn.shopify.com/s/files/1/1473/3902/products/GMK-PurpleIsh_Base11_1200x1200.png?v=1628901134,$242.00,True
81,KBDFans,https://kbdfans.com/collections/keycaps/products/pbtfans-spark-light?_pos=1&_fid=1126bd0db&_ss=c,PBTfans Spark Light,"Update In production (2023-1-28) Sale Date: TBD SPECS Material: PBT material Profile: Cherry profile Production Method: Doubleshot Manufacturer: PBTfans Packaging: ABS keycaps tray with designed tray cover Friendly Reminds: Only keycaps included, no keyboard Compatibility: Cherry MX switches and MX-style clones Designe",http://cdn.shopify.com/s/files/1/1473/3902/products/01basekit_e51a97f6-4ac0-4b48-8e77-0aaeec42ddef_1200x1200.jpg?v=1675154224,$0.00,True
82,KBDFans,https://kbdfans.com/collections/keycaps/products/gmk-daifuku?_pos=51&_fid=1126bd0db&_ss=c&variant=41030892290187,GMK Daifuku,"SPECS Profile: Cherry Profile Production Method: Doubleshot Material: ABS Plastic Manufacturer: GMK Electronic Design GmbH in Germany Friendly Reminds: The final product will include 1.75u backspace which renders didn't show. Compatibility Compatible with Cherry MX switches and clones KBDFANS D60 X GMK DAIFUKU Hi everyone! Today, we are presenting to you GMK Daifuku. Daifuku (大福餅) is a popular traditional Japanese sweet; it is soft mochi stuffed with sweet red bean paste. A popular spring dessert, Strawberry Mochi (Ichigo Daifuku) is a soft and chewy mochi stuffed with fresh juicy strawberry and sweet red bean paste. Indulge yourself with this beautiful and delicious set! Knowing that, this set is a reference to the Strawberry Mochi. (why would you want any other flavors) It captures the light of a fluffy pink strawberry to a slightly darker sweet red bean paste. Vendors International: KBDFans U.S: Dangkeebs Canada: Ashkeebs EU: CandyKeys AUS: Daily Clack KOR: Swagkeys UK: Proto[typists] SEA: Kibou Kits Deskmat Renders TRANSLATE with x English Arabic Hebrew Polish Bulgarian Hindi Portuguese Catalan Hmong Daw Romanian Chinese Simplified Hungarian Russian Chinese Traditional Indonesian Slovak Czech Italian Slovenian Danish Japanese Spanish Dutch Klingon Swedish English Korean Thai Estonian Latvian Turkish Finnish Lithuanian Ukrainian French Malay Urdu German Maltese Vietnamese Greek Norwegian Welsh Haitian Creole Persian TRANSLATE with COPY THE URL BELOW Back EMBED THE SNIPPET BELOW IN YOUR SITE Enable collaborative features and customize widget: Bing Webmaster Portal Back",http://cdn.shopify.com/s/files/1/1473/3902/products/alphasbase_titled_1200x1200.jpg?v=1628327306,$188.00,True
83,KBDFans,https://kbdfans.com/collections/keycaps/products/enjoypbt-arabic-dye-sub-keycaps-set?_pos=53&_fid=1126bd0db&_ss=c,ENJOYPBT Arabic Dye-sub Keycaps Set,"SPECS Material: PBT material Profile: Cherry Profile Production Method: Dye-sublimated Total Keys: 147 keys Manufacturer: ePBT Friendly Reminds: Only Keycaps included, no keyboard Compatibility Cherry MX switches and MX-style clones",http://cdn.shopify.com/s/files/1/1473/3902/products/df0601d60210e2f7e3d6e0d9d83dc890_1200x1200.jpg?v=1614392927,$39.00,True
84,KBDFans,https://kbdfans.com/collections/keycaps/products/pbtfans-rim-emote-alpha-kit?_pos=4&_fid=1126bd0db&_ss=c,[IN-STOCK] PBTfans Rim emotes alpha kit,"Update Selling extra in stock (2023-1-12) Start the sale of pre-order Alphas kit, estimated shipping date: Jan 1st, 2023 (2022-12-12) SPECS Material: PBT material Profile: Cherry profile Production Method: Doubleshot Manufacturer: PBTfans Friendly Reminds: Only keycaps included, no keyboard Compatibility: Cherry MX swi",http://cdn.shopify.com/s/files/1/1473/3902/products/2000_5fea1c7f-acbb-4972-9268-e651d1ff4832_1200x1200.jpg?v=1670821895,$45.00,True
